,id,age,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HOW_MANY_BOOKS_C,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,HOW_MANY_BOOKS_CHI,HOW_OFTEN_MOM_READ,MUSIC_INSTMT_CH_CA,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_T,HOW_OFT_TAKEN_TO_P,HOW_OFT_CH_SPEND_T,HOW_OFT_CH_W_DAD_O,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,MUSIC_INSTMT_CH,CH_GET_SPEC_LESS,HOW_OFT_TAKEN_TO,HOW_OFT_CH_SPEND,HOW_OFT_CH_W_DAD,DO_PARS_DISCUSS,IF_LOW_GRADES_HE,HOW_MANY_BOOKS_CH,MUSICAL_INSTMT_CH,CH_GET_SPEC_LESSO,DO_PARS_DISCUSS_T,IF_LOW_GRADES_HEL,TYPE_OF_SCHOOL_CHILD_ATTEND,HOW_LONG_DID_CHILD_ATTEND_H,CHILD_ATTENDS_PUBLIC_PRIV_R,CHILD_AGE_WHEN_1ST_ATTD_HEA,CH_ATTENDS_PUBLIC_PRIV_RELI,IS_SCHOOL_GIFTED_HANDICAPPE,OWN_A_HOME_COMPUTER,HOW_MANY_BOOKS,MUSIC_INSTMT_C,CH_GET_SPEC_LE,HOW_OFT_CH_TAK,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPE,DO_PARS_DISCUS,IF_LOW_GRADES,MS_CH_ATTENDS_PUBLIC_PRIV_R,MS_IS_SCHOOL_GIFTED_HANDICA,SCHOOL_HOW_OFTEN_PARENTS_HE,HOW_OFT_PARENTS_HELP_WITH_H,HOW_MANY_BOOKS_DOES,HOW_OFT_DOES_MOM_REA,HOW_OFT_CH_EATS_W_MO,HOW_OFT_MOM_READ_TO,HOW_OFT_CH_TAKEN_TO,HOW_MANY_BOOKS_CHILD,IS_THERE_MUSIC_INSTR,HOW_OFT_CH_SPEND_TIM,PARS_DISCUSS_TV_PRGM,MOM_HELP_MORE_W_SCHO,PARS_DISCUSS_TV_PROG,MS_TYPE_OF_SCHOOL_CHILD_ATT,MS_TYPE_OF_SCH_CHD_ATTNDS_C,HOW_OFT_CH_TAKE,TYPE_SCHOOL_CHILD_ATTENDS_V,SCHOOL_CHILD_ATTENDS_RECD,SCHOOL_CHILD_ATTENDS,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TYPE_OF_SCHOOL,HOW_OFTEN_PARS_HELP_R_WITH,IS_CURRENT_MOST_RECENT_SCHO,IN_SCL_YR_HOW_OFTEN_PARENTS,TOTAL_FAMILY_INCOME_FROM_AL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,TOTAL_FAMILY_INCOME_FR_ALL,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,MAR_10A,MAR_10B,SAMPLE_ID,MOTHER_RACE_ENCODED,SAMPLE_SEX,WKSWK_PCY,HRSWK_PCY,HGCREV79,TNFI_TRUNC,Q2_15A,Q2_15B,HGCREV80,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGCREV81,HGCREV82,HGCREV83,HGCREV84,HGCREV85,HGCREV86,HGCREV87,HGCREV88,HGCREV89,HGCREV90,HGCREV91,HGCREV92,HGCREV93,HGCREV94,HGCREV96,Q2_15C,HGCREV98,HGCREV00,HGCREV02,HGCREV04,HGCREV06,HGCREV08,HGCREV10,HGCREV12,HGCREV14,HGCREV16,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
14686,80103,6,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,12312.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,18,5
14687,80103,7,801,3,1,1987,4.0,5.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,,,,,23.0,24.0,23.0,-7.0,,,-7.0,0.0,0.0,2.0,7.0,-7.0,1.0,5.0,,,,,,,,,3.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,18,-7.0,,,,,,6,0,0,0,0,0,,532,,,,,3,,0.0,0.0,,10280.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,18,5
14688,80103,8,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14689,80103,9,801,3,1,1987,4.0,5.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,,,,,40.0,40.0,42.0,93.0,,,-7.0,1.0,0.0,1.0,7.0,-7.0,1.0,5.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,18,-7.0,-7.0,,,,,6,0,0,0,0,0,,532,,,,,3,,45.0,2250.0,,11885.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,18,5
14690,80103,10,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14691,80103,11,801,3,1,1987,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,41.0,45.0,39.0,101.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,1.0,,,,,,,,,,,,5.0,4.0,-7.0,7.0,-7.0,-7.0,-7.0,0.0,7.0,-7.0,5.0,1.0,1.0,1.0,,,,,,,18,-7.0,-7.0,,,,,6,0,0,0,0,0,,532,,,,,3,,28.0,1400.0,,10936.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,18,5
14692,80103,12,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14693,80103,13,801,3,1,1987,-7.0,-7.0,7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,46.0,54.0,45.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,7.0,-7.0,-7.0,,,,,,1.0,,,-7.0,,,1.0,4.0,0.0,1.0,2.0,2.0,6.0,1.0,5.0,,,,3.0,,,,,,,,,,,,,,-7.0,-7.0,,,,,18,,,-7.0,-7.0,-7.0,-7.0,6,0,0,0,0,0,,532,,,,,3,,52.0,1395.0,,12000.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,18,5
14694,80103,14,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14695,80103,15,801,3,1,1987,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,,18,,,1.0,1.0,2.0,,6,0,0,0,0,0,-2.0,532,,,,,3,,52.0,2236.0,,20587.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,18,5
14696,80103,16,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14697,80103,17,801,3,1,1987,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,,-7.0,-7.0,,18,,,-7.0,3.0,2.0,,6,0,0,0,0,0,-2.0,532,,,,,3,,52.0,2444.0,,23000.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,18,5
14698,80103,18,801,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5
14699,80103,19,801,3,1,1987,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,,,-7.0,,18,,,1.0,1.0,5.0,,6,0,0,0,0,0,-2.0,532,,,,,3,,52.0,1924.0,,22665.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,18,5
14700,80301,-1,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,1740.0,,42000.0,-4.0,-4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14701,80301,0,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,46.0,1665.0,,12300.0,30.0,43.0,,51.0,0.0,21.0,29.0,29.0,13.0,30.0,42.0,14.0,18.0,14.0,13.0,71.0,76.0,78000.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14702,80301,1,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,9.0,360.0,,4036.0,0.0,-4.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14703,80301,2,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,7.0,280.0,,20620.0,41.0,40.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14704,80301,3,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,18.0,720.0,,16592.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,12,1
14705,80301,4,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,2080.0,,25500.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12,1
14706,80301,5,803,3,2,1981,4.0,2.0,-7.0,1.0,2.0,3.0,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,9.0,14.0,14.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,2314.0,,24400.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,12,1
14707,80301,6,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,2262.0,,21524.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,12,1
14708,80301,7,803,3,2,1981,4.0,5.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,25.0,29.0,25.0,-7.0,0.0,-7.0,-7.0,1.0,0.0,-7.0,-7.0,-7.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,25.0,897.0,,23000.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12,1
14709,80301,8,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,47.0,1204.0,,25000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,12,1
14710,80301,9,803,3,2,1981,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,42.0,46.0,42.0,-7.0,-7.0,,-7.0,0.0,0.0,-7.0,-7.0,-7.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,1920.0,,29000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12,1
14711,80301,10,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,43.0,886.0,,35778.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,12,1
14712,80301,11,803,3,2,1981,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,,,,,39.0,49.0,47.0,110.0,,,-7.0,-7.0,-7.0,1.0,1.0,3.0,-7.0,-7.0,4.0,1.0,1.0,1.0,5.0,,,,-7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,45.0,1049.0,,39000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12,1
14713,80301,12,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,1178.0,,38000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,12,1
14714,80301,13,803,3,2,1981,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,47.0,56.0,48.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,-7.0,-7.0,,,,,,,,,-7.0,,,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,12,-7.0,,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,2135.0,,48000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,12,1
14715,80301,14,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14716,80301,15,803,3,2,1981,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,12,1.0,0.0,,,,,6,0,0,0,0,0,,532,,,,,3,,52.0,2600.0,,74280.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,12,1
14717,80301,16,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14718,80301,17,803,3,2,1981,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,-7.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,12,1.0,2.0,,,,,6,0,0,0,0,0,,532,,,,,3,,49.0,2450.0,,94420.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12,1
14719,80301,18,803,3,2,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14720,80301,19,803,3,2,1981,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,-7.0,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,,,,,,,,,,,,,,-7.0,-7.0,,,,,12,,,-7.0,-7.0,-7.0,-7.0,6,0,0,0,0,0,,532,,,,,3,,52.0,2600.0,,112800.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,12,1
14721,80302,-1,803,3,1,1987,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,2314.0,,24400.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,12,1
14722,80302,0,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,2262.0,,21524.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,12,1
14723,80302,1,803,3,1,1987,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,25.0,897.0,,23000.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12,1
14724,80302,2,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,47.0,1204.0,,25000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,12,1
14725,80302,3,803,3,1,1987,-7.0,-7.0,-7.0,1.0,-7.0,3.0,-7.0,-7.0,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,1920.0,,29000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12,1
14726,80302,4,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,43.0,886.0,,35778.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,12,1
14727,80302,5,803,3,1,1987,-7.0,-7.0,-7.0,1.0,2.0,3.0,4.0,-7.0,,,,,,,,,,11.0,8.0,8.0,45.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,45.0,1049.0,,39000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12,1
14728,80302,6,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,1178.0,,38000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,12,1
14729,80302,7,803,3,1,1987,4.0,5.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,,,,,,,,,,27.0,28.0,25.0,-7.0,,,-7.0,0.0,1.0,1.0,1.0,-7.0,1.0,5.0,,,,,,,,,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,,,,,,,,,,,,12,-7.0,,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,2135.0,,48000.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,12,1
14730,80302,8,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14731,80302,9,803,3,1,1987,4.0,3.0,-7.0,-7.0,-7.0,-7.0,-7.0,3.0,,,,,,,,,,43.0,50.0,44.0,94.0,,,-7.0,1.0,1.0,2.0,1.0,-7.0,1.0,5.0,,,,,,,,,,,,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,12,-7.0,-7.0,,,,,2,0,0,0,0,0,,532,,,,,3,,52.0,2600.0,,74280.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,-4.0,,,,,,,,,,,,12,1
14732,80302,10,803,3,1,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,2,0,0,0,0,0,,532,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1
14733,80302,11,803,3,1,1987,,,,-7.0,-7.0,-7.0,-7.0,,,,,,,,,,,44.0,74.0,55.0,127.0,,,-7.0,,,,,,,,,,,,,,,,-7.0,,,1.0,,,,,,,,,,,,5.0,4.0,-7.0,2.0,-7.0,-7.0,-7.0,1.0,1.0,-7.0,5.0,1.0,1.0,1.0,,,,,,,12,-7.0,-7.0,,,,,2,0,0,0,0,0,,532,,,,,3,,49.0,2450.0,,94420.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12,1
